,Aare-2-000003,Aha-2-000001,Alsp-2-000002,Aru-a02-002015,Aru-b02-000006,Asu-1-005099,Asu-7-000002,Ath-1-005393,Bdiv-1-001742,Bst-1-003188,,Cen-14-002794,Cfle-7-002488,Chivh-2-006206,Cla-5-02337,Cne-2-005372,Cpl-481-000002,Crub-2-000001,Csa-9-004813,,Csa-16-004146,Eche-4-000017,Esal-2-003258,Iind-1-003667,Mpe-14-000712,,Spar-2-000001,,,,
.,Aare-2-002471,Aha-2-002505,Alsp-2-002434,.,.,Asu-1-006541,Asu-7-002706,Ath-1-006894,Bdiv-2-000180,Bst-2-003441,.,Cen-14-000186,Cfle-7-000155,Chivh-2-005556,Cla-5-00159,Cne-2-004525,.,Crub-2-002543,Csa-9-004196,Csa-7-003555,Csa-16-003391,Eche-4-001950,.,Iind-7-000172,Mpe-13-000168,Mpyg-6-000165,.,Tar-5-002962,,,Ggyn-8-000781
Aara-4-000158,Aare-2-002472,.,Alsp-2-002435,Aru-a02-000169,Aru-b02-001778,Asu-1-006542,Asu-7-002707,Ath-1-006895,.,Bst-2-003442,Cen-6-002442,Cen-14-000185,.,Chivh-2-005557,Cla-5-00158,Cne-2-004526,Cpl-442-001138,Crub-2-002544,Csa-9-004197,Csa-7-003556,Csa-16-003392,.,Esal-1-000156,Iind-7-000171,Mpe-13-000167,Mpyg-6-000164,Spar-5-002373,Tar-5-002963,,,Ggyn-8-000782
.,Aare-2-002473,Aha-2-002506,Alsp-2-002436,Aru-a02-000168,Aru-b02-001780,Asu-1-006543,Asu-7-002708,Ath-1-006896,Bdiv-2-000179,Bst-2-003443,Cen-6-002443,.,.,Chivh-2-005560,Cla-5-00157,Cne-2-004529,Cpl-442-001139,Crub-2-002545,Csa-9-004199,Csa-7-003557,Csa-16-003394,Eche-4-001951,Esal-1-000155,.,Mpe-13-000166,Mpyg-6-000163,Spar-5-002374,Tar-5-002964,,,.
Aara-4-000157,Aare-2-002474,Aha-2-002507,Alsp-2-002437,Aru-a02-000167,Aru-b02-001781,Asu-1-006544,Asu-7-002709,Ath-1-006897,.,Bst-2-003444,Cen-6-002444,Cen-14-000183,Cfle-7-000151,Chivh-2-005561,Cla-5-00156,Cne-2-004530,.,Crub-2-002546,Csa-9-004200,Csa-7-003558,Csa-16-003395,.,Esal-1-000154,Iind-7-000170,Mpe-13-000165,Mpyg-6-000162,Spar-5-002375,Tar-5-002965,,,Ggyn-8-000783
Aara-4-000154,.,Aha-2-002508,Alsp-2-002438,Aru-a02-000166,Aru-b02-001783,.,Asu-7-002710,.,.,Bst-2-003446,.,Cen-14-000181,.,Chivh-2-005562,Cla-5-00154,Cne-2-004532,.,Crub-2-002547,.,Csa-7-003560,Csa-16-003396,.,.,Iind-7-000169,Mpe-13-000163,Mpyg-6-000160,.,Tar-5-002966,,,.
Aara-4-000153,.,Aha-2-002509,Alsp-2-002443,Aru-a02-000164,.,Asu-1-006548,Asu-7-002713,Ath-1-006898,Bdiv-2-000175,Bst-2-003447,Cen-6-002447,Cen-14-000178,.,.,Cla-5-00152,Cne-2-004536,Cpl-442-001143,Crub-2-002548,Csa-9-004202,Csa-7-003563,Csa-16-003398,Eche-4-001953,Esal-1-000151,.,Mpe-13-000161,Mpyg-6-000159,.,Tar-5-002967,,,.
Aara-4-000152,.,Aha-2-002510,Alsp-2-002444,.,.,Asu-1-006549,Asu-7-002714,Ath-1-006899,Bdiv-2-000174,Bst-2-003448,.,.,.,.,Cla-5-00151,.,Cpl-442-001144,Crub-2-002549,Csa-9-004203,Csa-7-003564,Csa-16-003399,Eche-4-001954,Esal-1-000150,Iind-7-000164,Mpe-13-000160,Mpyg-6-000158,.,Tar-5-002968,,,.
.,Aare-2-002478,Aha-2-002511,Alsp-2-002445,.,Aru-b02-001784,Asu-1-006550,Asu-7-002715,Ath-1-006900,Bdiv-2-000173,.,Cen-6-002448,Cen-14-000177,Cfle-7-000146,.,Cla-5-00150,Cne-2-004538,.,Crub-2-002550,Csa-9-004204,Csa-7-003565,Csa-16-003400,Eche-4-001955,Esal-1-000149,.,.,Mpyg-6-000157,.,Tar-5-002969,,,.
Aara-4-000150,Aare-2-002479,Aha-2-002512,Alsp-2-002446,Aru-a02-000163,.,Asu-1-006551,.,Ath-1-006901,.,.,Cen-6-002449,Cen-14-000176,.,.,Cla-5-00149,.,.,Crub-2-002551,Csa-9-004205,Csa-7-003566,Csa-16-003401,Eche-4-001956,Esal-1-000148,Iind-7-000163,Mpe-13-000159,Mpyg-6-000156,.,Tar-5-002970,,,.
Aara-4-000149,.,.,.,.,.,.,.,.,.,.,.,.,.,Chivh-2-005569,.,Cne-2-004539,.,Crub-2-002552,Csa-9-004206,Csa-7-003567,Csa-16-003402,.,.,Iind-7-000162,Mpe-13-000158,.,.,.,,,.
.,.,Aha-2-002513,Alsp-2-002447,.,.,Asu-1-006552,Asu-7-002716,Ath-1-006902,Bdiv-2-000171,Bst-2-003451,.,Cen-14-000175,Cfle-7-000144,.,Cla-5-00148,Cne-2-004540,Cpl-442-001147,Crub-2-002553,Csa-9-004207,Csa-7-003568,Csa-16-003403,Eche-4-001957,.,Iind-7-000161,Mpe-13-000157,Mpyg-6-000154,Spar-5-002383,Tar-5-002971,,,.
.,Aare-2-002482,Aha-2-002514,Alsp-2-002448,.,Aru-b02-001785,Asu-1-006553,Asu-7-002717,Ath-1-006903,Bdiv-2-000170,Bst-2-003452,.,Cen-14-000174,Cfle-7-000143,Chivh-2-005571,Cla-5-00147,Cne-2-004541,.,Crub-2-002554,Csa-9-004208,Csa-7-003569,Csa-16-003404,Eche-4-001958,Esal-1-000147,Iind-7-000160,Mpe-13-000156,.,.,Tar-5-002972,,,.
.,.,Aha-2-002516,Alsp-2-002449,Aru-a02-000162,Aru-b02-001786,Asu-1-006554,Asu-7-002718,Ath-1-006904,.,.,Cen-6-002451,.,Cfle-7-000141,.,Cla-5-00146,Cne-2-004542,.,Crub-2-002555,Csa-9-004209,Csa-7-003570,Csa-16-003405,Eche-4-001959,Esal-1-000146,Iind-7-000159,Mpe-13-000155,.,.,Tar-5-002973,,,.
.,Aare-2-002484,Aha-2-002517,Alsp-2-002450,.,Aru-b02-001787,Asu-1-006555,Asu-7-002719,Ath-1-006905,Bdiv-2-000168,Bst-2-003454,Cen-6-002452,Cen-14-000172,Cfle-7-000140,Chivh-2-005573,Cla-5-00145,Cne-2-004543,.,Crub-2-002556,Csa-9-004210,Csa-7-003571,Csa-16-003407,Eche-4-001960,Esal-1-000145,Iind-7-000158,.,Mpyg-6-000153,Spar-5-002384,Tar-5-002974,,,.
Aara-4-000148,Aare-2-002485,.,Alsp-2-002451,Aru-a02-000161,.,Asu-1-006556,Asu-7-002720,Ath-1-006906,.,.,Cen-6-002453,Cen-14-000171,.,.,Cla-5-00144,.,Cpl-442-001149,Crub-2-002557,Csa-9-004211,Csa-7-003572,Csa-16-003408,Eche-4-001961,Esal-1-000144,Iind-7-000157,Mpe-13-000154,Mpyg-6-000152,Spar-5-002385,Tar-5-002976,,,.
Aara-4-000147,Aare-2-002486,.,Alsp-2-002452,.,.,Asu-1-006557,Asu-7-002721,Ath-1-006907,.,Bst-2-003455,Cen-6-002454,Cen-14-000170,Cfle-7-000139,Chivh-2-005574,Cla-5-00143,Cne-2-004544,Cpl-442-001150,Crub-2-002558,Csa-9-004212,Csa-7-003573,Csa-16-003409,Eche-4-001962,Esal-1-000143,Iind-7-000154,Mpe-13-000153,Mpyg-6-000151,Spar-5-002386,Tar-5-002977,,,.
Aara-4-000146,Aare-2-002487,Aha-2-002519,Alsp-2-002453,Aru-a02-000160,Aru-b02-001788,Asu-1-006558,Asu-7-002722,Ath-1-006908,.,.,.,.,.,Chivh-2-005575,.,.,.,Crub-2-002559,.,.,Csa-16-003410,.,.,.,.,Mpyg-6-000150,.,.,,,.
.,Aare-2-002488,Aha-2-002520,Alsp-2-002454,Aru-a02-000159,Aru-b02-001789,Asu-1-006559,Asu-7-002723,Ath-1-006909,.,Bst-2-003456,Cen-6-002455,Cen-14-000169,.,Chivh-2-005576,Cla-5-00142,Cne-2-004546,Cpl-442-001151,Crub-2-002560,Csa-9-004213,Csa-7-003574,Csa-16-003411,Eche-4-001963,Esal-1-000142,.,.,Mpyg-6-000149,Spar-5-002387,Tar-5-002978,,,.
Aara-4-000144,Aare-2-002489,Aha-2-002522,Alsp-2-002456,Aru-a02-000157,Aru-b02-001791,Asu-1-006561,Asu-7-002725,Ath-1-006911,.,Bst-2-003457,Cen-6-002457,Cen-14-000167,Cfle-7-000137,Chivh-2-005577,Cla-5-00140,Cne-2-004547,Cpl-442-001153,Crub-2-002561,Csa-9-004215,Csa-7-003577,Csa-16-003413,Eche-4-001965,Esal-1-000140,Iind-7-000152,Mpe-13-000151,Mpyg-6-000148,Spar-5-002389,Tar-5-002980,,,.
Aara-4-000142,Aare-2-002490,.,Alsp-2-002457,Aru-a02-000156,.,Asu-1-006562,Asu-7-002726,Ath-1-006912,.,.,.,Cen-14-000166,Cfle-7-000136,Chivh-2-005578,Cla-5-00139,Cne-2-004548,Cpl-442-001154,Crub-2-002562,Csa-9-004216,.,Csa-16-003414,.,Esal-1-000139,Iind-7-000151,Mpe-13-000150,Mpyg-6-000147,Spar-5-002390,Tar-5-002981,,,.
Aara-4-000141,Aare-2-002491,Aha-2-002523,Alsp-2-002458,Aru-a02-000155,Aru-b02-001792,Asu-1-006563,Asu-7-002727,Ath-1-006913,Bdiv-2-000165,.,Cen-6-002458,Cen-14-000165,Cfle-7-000135,Chivh-2-005579,Cla-5-00138,Cne-2-004549,Cpl-442-001155,Crub-2-002563,Csa-9-004217,Csa-7-003578,Csa-16-003415,Eche-4-001966,Esal-1-000138,Iind-7-000149,Mpe-13-000149,Mpyg-6-000145,Spar-5-002391,Tar-5-002982,,,.
Aara-4-000140,Aare-2-002492,Aha-2-002524,Alsp-2-002459,Aru-a02-000154,Aru-b02-001794,Asu-1-006564,Asu-7-002729,Ath-1-006914,Bdiv-2-000164,Bst-2-003460,Cen-6-002459,Cen-14-000164,Cfle-7-000134,Chivh-2-005581,Cla-5-00137,Cne-2-004550,Cpl-442-001156,Crub-2-002564,Csa-9-004218,Csa-7-003579,Csa-16-003417,Eche-4-001967,Esal-1-000137,Iind-7-000148,Mpe-13-000148,Mpyg-6-000144,Spar-5-002392,Tar-5-002983,,,.
Aara-4-000139,.,Aha-2-002525,Alsp-2-002460,Aru-a02-000153,Aru-b02-001796,Asu-1-006565,Asu-7-002730,Ath-1-006915,.,.,Cen-6-002460,Cen-14-000163,.,.,Cla-5-00136,.,Cpl-442-001157,Crub-2-002565,Csa-9-004219,Csa-7-003580,Csa-16-003418,Eche-4-001968,Esal-1-000136,Iind-7-000147,Mpe-13-000147,Mpyg-6-000143,Spar-5-002393,Tar-5-002984,,,.
.,Aare-2-002493,Aha-2-002526,Alsp-2-002461,Aru-a02-000151,Aru-b02-001797,Asu-1-006566,Asu-7-002731,Ath-1-006916,Bdiv-2-000162,Bst-2-003461,Cen-6-002461,Cen-14-000162,Cfle-7-000133,Chivh-2-005582,.,Cne-2-004551,Cpl-442-001158,Crub-2-002566,Csa-9-004220,Csa-7-003581,Csa-16-003419,Eche-4-001969,Esal-1-000135,Iind-7-000146,Mpe-13-000146,Mpyg-6-000142,.,Tar-5-002985,,,.
.,Aare-2-002494,Aha-2-002527,Alsp-2-002462,.,.,Asu-1-006567,Asu-7-002732,Ath-1-006917,Bdiv-2-000161,.,Cen-6-002462,Cen-14-000161,Cfle-7-000132,Chivh-2-005583,Cla-5-00135,Cne-2-004552,.,Crub-2-002567,Csa-9-004221,Csa-7-003582,Csa-16-003420,Eche-4-001970,Esal-1-000134,.,Mpe-13-000145,Mpyg-6-000141,.,Tar-5-002986,,,.
Aara-4-000138,Aare-2-002495,.,Alsp-2-002463,Aru-a02-000150,Aru-b02-001798,Asu-1-006568,Asu-7-002733,Ath-1-006918,Bdiv-2-000160,Bst-2-003463,Cen-6-002463,Cen-14-000160,Cfle-7-000131,Chivh-2-005584,Cla-5-00134,Cne-2-004553,Cpl-442-001160,Crub-2-002568,Csa-9-004223,Csa-7-003583,Csa-16-003421,.,Esal-1-000133,Iind-7-000145,Mpe-13-000144,Mpyg-6-000140,.,Tar-5-002987,,,.
Aara-4-000136,Aare-2-002496,Aha-2-002528,Alsp-2-002464,Aru-a02-000149,Aru-b02-001799,Asu-1-006569,Asu-7-002734,Ath-1-006919,Bdiv-2-000159,Bst-2-003464,.,.,Cfle-7-000130,Chivh-2-005585,Cla-5-00133,Cne-2-004554,Cpl-442-001161,Crub-2-002569,Csa-9-004224,Csa-7-003584,Csa-16-003422,Eche-4-001971,Esal-1-000132,Iind-7-000144,Mpe-13-000143,Mpyg-6-000139,Spar-5-002397,Tar-5-002988,,,Ggyn-8-000793
Aara-4-000135,Aare-2-002497,Aha-2-002529,Alsp-2-002465,Aru-a02-000148,Aru-b02-001800,Asu-1-006570,Asu-7-002735,Ath-1-006920,Bdiv-2-000158,Bst-2-003465,Cen-6-002464,Cen-14-000159,Cfle-7-000129,Chivh-2-005586,Cla-5-00132,Cne-2-004555,Cpl-442-001162,Crub-2-002570,Csa-9-004225,Csa-7-003585,Csa-16-003423,Eche-4-001972,Esal-1-000131,Iind-7-000143,Mpe-13-000142,Mpyg-6-000138,Spar-5-002398,.,,,.
Aara-4-000134,Aare-2-002498,Aha-2-002530,Alsp-2-002466,Aru-a02-000147,Aru-b02-001801,Asu-1-006571,Asu-7-002736,Ath-1-006921,Bdiv-2-000157,Bst-2-003466,Cen-6-002465,Cen-14-000158,Cfle-7-000128,Chivh-2-005587,Cla-5-00131,Cne-2-004556,Cpl-442-001163,Crub-2-002571,Csa-9-004226,Csa-7-003586,Csa-16-003424,Eche-4-001973,.,.,Mpe-13-000141,Mpyg-6-000137,Spar-5-002399,Tar-5-002989,,,.
Aara-4-000132,Aare-2-002499,Aha-2-002531,Alsp-2-002467,Aru-a02-000146,Aru-b02-001802,Asu-1-006572,Asu-7-002737,Ath-1-006922,Bdiv-2-000156,Bst-2-003467,.,Cen-14-000157,Cfle-7-000127,Chivh-2-005588,Cla-5-00130,Cne-2-004558,Cpl-442-001164,Crub-2-002572,Csa-9-004227,Csa-7-003587,Csa-16-003425,Eche-4-001974,Esal-1-000130,Iind-7-000142,Mpe-13-000140,Mpyg-6-000136,Spar-5-002400,Tar-5-002990,,,.
Aara-4-000131,Aare-2-002500,Aha-2-002532,Alsp-2-002468,Aru-a02-000145,Aru-b02-001803,Asu-1-006573,Asu-7-002738,Ath-1-006923,Bdiv-2-000154,Bst-2-003470,Cen-6-002466,Cen-14-000155,Cfle-7-000126,Chivh-2-005589,Cla-5-00129,Cne-2-004559,Cpl-442-001165,Crub-2-002573,Csa-9-004228,Csa-7-003589,Csa-16-003426,Eche-4-001975,Esal-1-000129,Iind-7-000141,Mpe-13-000139,Mpyg-6-000135,Spar-5-002401,Tar-5-002991,,,.
Aara-4-000130,Aare-2-002501,Aha-2-002533,Alsp-2-002470,Aru-a02-000144,Aru-b02-001804,Asu-1-006574,Asu-7-002739,Ath-1-006924,Bdiv-2-000153,Bst-2-003471,Cen-6-002467,Cen-14-000154,Cfle-7-000125,Chivh-2-005590,Cla-5-00128,Cne-2-004560,Cpl-442-001166,Crub-2-002574,Csa-9-004229,Csa-7-003590,Csa-16-003427,Eche-4-001976,Esal-1-000128,Iind-7-000139,Mpe-13-000138,Mpyg-6-000134,Spar-5-002402,Tar-5-002992,,,.
Aara-4-000129,Aare-2-002502,Aha-2-002534,Alsp-2-002471,Aru-a02-000143,Aru-b02-001805,Asu-1-006575,Asu-7-002740,Ath-1-006925,Bdiv-2-000152,Bst-2-003472,.,.,.,.,Cla-5-00127,Cne-2-004561,Cpl-442-001167,Crub-2-002575,Csa-9-004231,Csa-7-003592,Csa-16-003428,Eche-4-001977,Esal-1-000127,Iind-7-000138,Mpe-13-000137,Mpyg-6-000133,.,.,,,.
Aara-4-000126,Aare-2-002503,Aha-2-002535,Alsp-2-002472,Aru-a02-000142,Aru-b02-001806,Asu-1-006576,Asu-7-002741,Ath-1-006926,Bdiv-2-000151,Bst-2-003473,Cen-6-002468,Cen-14-000153,Cfle-7-000124,Chivh-2-005592,Cla-5-00126,Cne-2-004562,Cpl-442-001168,Crub-2-002576,Csa-9-004232,Csa-7-003593,Csa-16-003429,Eche-4-001978,Esal-1-000126,.,Mpe-13-000136,Mpyg-6-000132,Spar-5-002404,Tar-5-002993,,,.
.,Aare-2-002504,Aha-2-002536,Alsp-2-002473,.,Aru-b02-001807,Asu-1-006577,Asu-7-002742,Ath-1-006927,Bdiv-2-000150,Bst-2-003474,Cen-6-002469,Cen-14-000152,Cfle-7-000123,Chivh-2-005593,Cla-5-00125,Cne-2-004563,Cpl-442-001169,Crub-2-002577,Csa-9-004233,Csa-7-003594,Csa-16-003430,Eche-4-001979,Esal-1-000125,Iind-7-000137,.,Mpyg-6-000131,Spar-5-002405,Tar-5-002994,,,.
Aara-4-000125,Aare-2-002506,Aha-2-002537,Alsp-2-002474,Aru-a02-000141,.,Asu-1-006578,Asu-7-002743,Ath-1-006928,Bdiv-2-000149,Bst-2-003476,Cen-6-002470,Cen-14-000151,Cfle-7-000121,Chivh-2-005595,Cla-5-00124,Cne-2-004564,Cpl-442-001170,Crub-2-002578,Csa-9-004234,Csa-7-003595,Csa-16-003433,.,Esal-1-000124,Iind-7-000136,Mpe-13-000135,Mpyg-6-000130,Spar-5-002406,Tar-5-002996,,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-002579,Csa-9-004235,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000123,Aare-2-002510,Aha-2-002538,.,Aru-a02-000140,Aru-b02-001808,.,.,.,.,.,Cen-6-002471,Cen-14-000149,.,.,Cla-5-00122,.,.,Crub-2-002580,Csa-9-004237,.,Csa-16-003437,.,.,.,.,Mpyg-6-000129,.,.,,,.
Aara-4-000122,Aare-2-002511,Aha-2-002539,Alsp-2-002475,.,.,Asu-1-006579,Asu-7-002744,Ath-1-006929,Bdiv-2-000145,Bst-2-003480,Cen-6-002473,Cen-14-000148,Cfle-7-000115,Chivh-2-005599,Cla-5-00120,Cne-2-004577,Cpl-442-001171,Crub-2-002581,Csa-9-004238,Csa-7-003596,Csa-16-003440,Eche-4-001981,Esal-1-000123,Iind-7-000134,Mpe-13-000134,Mpyg-6-000127,Spar-5-002407,Tar-5-002997,,,.
Aara-4-000121,Aare-2-002512,Aha-2-002540,Alsp-2-002476,Aru-a02-000137,Aru-b02-001809,Asu-1-006580,Asu-7-002745,Ath-1-006930,Bdiv-2-000144,Bst-2-003481,Cen-6-002474,Cen-14-000147,Cfle-7-000114,Chivh-2-005600,Cla-5-00119,Cne-2-004576,.,Crub-2-002582,Csa-9-004239,Csa-7-003597,Csa-16-003442,Eche-4-001982,Esal-1-000121,Iind-7-000133,Mpe-13-000133,Mpyg-6-000126,.,Tar-5-002998,,,Ggyn-8-000814
.,Aare-2-002513,Aha-2-002541,Alsp-2-002478,Aru-a02-000136,Aru-b02-001810,Asu-1-006581,Asu-7-002746,Ath-1-006931,Bdiv-2-000143,Bst-2-003482,Cen-6-002475,Cen-14-000146,Cfle-7-000113,Chivh-2-005601,Cla-5-00117,Cne-2-004575,Cpl-442-001173,Crub-2-002583,Csa-9-004240,Csa-7-003598,Csa-16-003443,Eche-4-001983,Esal-1-000118,Iind-7-000128,Mpe-13-000130,Mpyg-6-000125,Spar-5-002409,Tar-5-003000,,,Ggyn-8-000815
Aara-4-000120,Aare-2-002514,Aha-2-002542,Alsp-2-002479,Aru-a02-000135,Aru-b02-001811,Asu-1-006582,Asu-7-002747,Ath-1-006932,Bdiv-2-000142,Bst-2-003483,Cen-6-002476,Cen-14-000145,Cfle-7-000112,Chivh-2-005602,Cla-5-00116,Cne-2-004574,Cpl-442-001175,Crub-2-002584,Csa-9-004241,Csa-7-003599,Csa-16-003444,Eche-4-001984,Esal-1-000117,.,Mpe-13-000129,Mpyg-6-000124,Spar-5-002411,Tar-5-003001,,,.
Aara-4-000119,Aare-2-002515,Aha-2-002543,Alsp-2-002480,Aru-a02-000132,Aru-b02-001813,Asu-1-006583,Asu-7-002748,Ath-1-006933,Bdiv-2-000141,Bst-2-003484,Cen-6-002477,Cen-14-000144,Cfle-7-000111,Chivh-2-005604,Cla-5-00115,Cne-2-004572,Cpl-442-001176,Crub-2-002585,Csa-9-004243,Csa-7-003601,Csa-16-003446,Eche-4-001985,Esal-1-000116,.,Mpe-13-000128,Mpyg-6-000122,Spar-5-002412,Tar-5-003002,,,Ggyn-8-000816
Aara-4-000118,Aare-2-002516,Aha-2-002544,Alsp-2-002481,Aru-a02-000131,Aru-b02-001814,Asu-1-006584,Asu-7-002749,Ath-1-006934,Bdiv-2-000140,Bst-2-003485,Cen-6-002478,Cen-14-000143,Cfle-7-000110,Chivh-2-005605,Cla-5-00114,Cne-2-004571,Cpl-442-001177,Crub-2-002586,Csa-9-004244,Csa-7-003602,Csa-16-003447,Eche-4-001986,Esal-1-000115,Iind-7-000124,Mpe-13-000127,Mpyg-6-000121,.,Tar-5-003003,,,Ggyn-8-000817
Aara-4-000117,.,Aha-2-002545,Alsp-2-002482,Aru-a02-000130,Aru-b02-001815,Asu-1-006585,Asu-7-002750,Ath-1-006935,.,.,Cen-6-002479,Cen-14-000142,.,Chivh-2-005606,Cla-5-00113,Cne-2-004570,Cpl-442-001178,Crub-2-002587,Csa-9-004245,Csa-7-003603,Csa-16-003448,Eche-4-001987,Esal-1-000114,Iind-7-000123,Mpe-13-000126,Mpyg-6-000120,Spar-5-002414,Tar-5-003004,,,Ggyn-8-000818
Aara-4-000116,Aare-2-002518,Aha-2-002546,Alsp-2-002483,Aru-a02-000129,Aru-b02-001816,.,Asu-7-002751,Ath-1-006936,Bdiv-2-000137,Bst-2-003487,Cen-6-002480,Cen-14-000141,Cfle-7-000108,Chivh-2-005607,Cla-5-00112,Cne-2-004569,Cpl-442-001179,Crub-2-002588,Csa-9-004246,Csa-7-003604,Csa-16-003449,Eche-4-001988,Esal-1-000113,Iind-7-000122,Mpe-13-000125,.,Spar-5-002415,Tar-5-003005,,,Ggyn-8-000819
Aara-4-000115,Aare-2-002519,Aha-2-002547,Alsp-2-002484,Aru-a02-000128,.,Asu-1-006586,Asu-7-002752,Ath-1-006937,Bdiv-2-000136,Bst-2-003488,Cen-6-002481,Cen-14-000140,Cfle-7-000107,Chivh-2-005608,.,Cne-2-004568,.,Crub-2-002589,Csa-9-004247,Csa-7-003605,Csa-16-003450,Eche-4-001989,.,.,Mpe-13-000124,Mpyg-6-000119,.,.,,,.
.,.,Aha-2-002551,Alsp-2-002486,Aru-a02-000126,Aru-b02-001819,Asu-1-006589,Asu-7-002755,Ath-1-006940,.,.,Cen-6-002484,Cen-14-000139,.,.,Cla-5-00109,.,.,Crub-2-002590,Csa-9-004249,Csa-7-003608,.,Eche-4-001991,.,Iind-7-000120,Mpe-13-000121,Mpyg-6-000116,.,Tar-5-003009,,,Ggyn-8-000822
Aara-4-000114,Aare-2-002522,Aha-2-002552,Alsp-2-002487,.,.,Asu-1-006590,Asu-7-002756,Ath-1-006941,Bdiv-2-000127,Bst-2-003493,Cen-6-002485,Cen-14-000138,Cfle-7-000103,Chivh-2-005611,Cla-5-00108,Cne-2-004582,Cpl-442-001185,Crub-2-002591,Csa-9-004250,Csa-7-003609,Csa-16-003454,.,Esal-1-000111,Iind-7-000119,Mpe-13-000120,Mpyg-6-000115,Spar-5-002418,Tar-5-003010,,,Ggyn-8-000826
.,Aare-2-002523,Aha-2-002553,Alsp-2-002488,Aru-a02-000125,Aru-b02-001820,Asu-1-006591,Asu-7-002757,Ath-1-006942,.,Bst-2-003494,Cen-6-002486,Cen-14-000137,.,Chivh-2-005612,Cla-5-00107,Cne-2-004583,Cpl-442-001186,Crub-2-002592,Csa-9-004251,Csa-7-003610,Csa-16-003455,Eche-4-001992,Esal-1-000108,.,Mpe-13-000119,Mpyg-6-000114,Spar-5-002419,Tar-5-003012,,,Ggyn-8-000827
.,Aare-2-002524,Aha-2-002554,Alsp-2-002490,.,Aru-b02-001821,Asu-1-006710,Asu-7-002760,Ath-1-007071,Bdiv-2-000125,Bst-2-003495,Cen-6-002488,Cen-14-000135,Cfle-7-000101,Chivh-2-005613,Cla-5-00105,Cne-2-004584,Cpl-442-001188,Crub-2-002593,Csa-9-004253,Csa-7-003612,Csa-16-003457,Eche-4-001993,Esal-1-000106,Iind-7-000117,.,.,Spar-5-002421,.,,,Ggyn-8-000828
Aara-4-000111,Aare-2-002526,Aha-2-002556,Alsp-2-002492,Aru-a02-000123,Aru-b02-001823,Asu-1-006708,Asu-7-002762,Ath-1-007069,Bdiv-2-000123,Bst-2-003497,Cen-6-002491,Cen-14-000133,Cfle-7-000098,Chivh-2-005615,Cla-5-00103,Cne-2-004586,Cpl-442-001190,Crub-2-002594,Csa-9-004255,Csa-7-003615,Csa-16-003459,Eche-4-001995,Esal-1-000104,Iind-7-000115,Mpe-13-000116,Mpyg-6-000111,Spar-5-002423,Tar-5-003015,,,Ggyn-8-000829
.,Aare-2-002527,Aha-2-002557,Alsp-2-002493,.,.,Asu-1-006707,Asu-7-002763,Ath-1-007068,.,Bst-2-003498,Cen-6-002492,Cen-14-000132,Cfle-7-000097,Chivh-2-005616,.,Cne-2-004587,Cpl-442-001191,Crub-2-002595,Csa-9-004256,Csa-7-003616,Csa-16-003460,Eche-4-001996,Esal-1-000103,.,Mpe-13-000115,.,Spar-5-002424,Tar-5-003016,,,Ggyn-8-000832
Aara-4-000110,Aare-2-002528,.,Alsp-2-002494,Aru-a02-000122,Aru-b02-001824,Asu-1-006706,Asu-7-002764,Ath-1-007067,Bdiv-2-000121,Bst-2-003499,Cen-6-002493,Cen-14-000131,Cfle-7-000096,Chivh-2-005617,Cla-5-00102,Cne-2-004588,Cpl-442-001192,Crub-2-002596,Csa-9-004257,Csa-7-003617,Csa-16-003461,.,Esal-1-000102,Iind-7-000114,Mpe-13-000114,Mpyg-6-000110,Spar-5-002425,Tar-5-003017,,,.
Aara-4-000108,Aare-2-002531,.,Alsp-2-002497,Aru-a02-000119,Aru-b02-001827,Asu-1-006703,Asu-7-002767,Ath-1-007064,Bdiv-2-000119,Bst-2-003502,Cen-6-002496,Cen-14-000128,Cfle-7-000093,Chivh-2-005620,Cla-5-00100,Cne-2-004592,.,Crub-2-002597,.,Csa-7-003619,Csa-16-003464,.,Esal-1-000100,Iind-7-000111,Mpe-13-000112,Mpyg-6-000107,Spar-5-002428,Tar-5-003018,,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000107,Aare-2-002532,Aha-2-002559,Alsp-2-002498,Aru-a02-000118,.,Asu-1-006702,Asu-7-002768,Ath-1-007063,Bdiv-2-000118,Bst-2-003503,Cen-6-002497,Cen-14-000127,Cfle-7-000092,Chivh-2-005621,Cla-5-00099,Cne-2-004593,Cpl-442-001196,Crub-2-002599,.,Csa-7-003620,Csa-16-003465,Eche-4-001999,Esal-1-000099,Iind-7-000110,Mpe-13-000111,Mpyg-6-000106,Spar-5-002429,Tar-5-003019,,,.
Aara-4-000104,Aare-2-002533,Aha-2-002560,Alsp-2-002499,Aru-a02-000117,Aru-b02-001830,.,Asu-7-002769,.,Bdiv-2-000117,Bst-2-003504,.,.,.,Chivh-2-005622,Cla-5-00098,Cne-2-004594,.,Crub-2-002600,Csa-9-004259,Csa-7-003621,Csa-16-003467,.,.,Iind-7-000108,Mpe-13-000109,.,.,.,,,.
