ACBK1g00001,Tar-1-004059
ACBK7g02138,Tar-6-000514
ACBK7g02139,Tar-6-000517
ACBK7g02140,.
ACBK7g02141,Tar-6-000519
ACBK7g02142,Tar-6-000520
ACBK7g02143,Tar-6-000521
ACBK7g02144,Tar-6-000522
ACBK7g02145,.
ACBK7g02146,Tar-6-000523
ACBK7g02147,Tar-6-000530
ACBK7g02148,Tar-6-000531
ACBK7g02149,Tar-6-000533
ACBK7g02150,Tar-6-000535
ACBK7g02151,.
ACBK7g02152,Tar-6-000536
ACBK7g02153,Tar-6-000537
ACBK7g02154,Tar-6-000538
ACBK7g02155,.
ACBK7g02156,.
ACBK7g02157,Tar-6-000542
ACBK7g02158,Tar-6-000545
ACBK7g02159,Tar-6-000546
ACBK7g02160,Tar-6-000548
ACBK7g02161,.
ACBK7g02162,Tar-6-000550
ACBK7g02163,Tar-6-000551
ACBK7g02164,Tar-6-000552
ACBK7g02165,Tar-6-000553
ACBK7g02166,Tar-6-000554
ACBK7g02167,.
ACBK7g02168,Tar-6-000555
ACBK7g02169,Tar-6-000556
ACBK7g02170,Tar-6-000557
ACBK7g02171,Tar-6-000558
ACBK7g02172,Tar-6-000561
ACBK7g02173,Tar-6-000562
ACBK7g02174,Tar-6-000564
ACBK7g02175,Tar-6-000565
ACBK7g02176,Tar-6-000567
ACBK7g02177,Tar-6-000568
ACBK7g02178,.
ACBK7g02179,Tar-6-000570
ACBK7g02180,Tar-6-000572
ACBK7g02181,Tar-6-000573
ACBK7g02182,Tar-6-000574
ACBK7g02183,.
ACBK7g02184,.
ACBK7g02185,Tar-6-000579
ACBK7g02186,Tar-6-000580
ACBK7g02187,.
ACBK7g02188,Tar-6-000581
ACBK7g02189,Tar-6-000582
ACBK7g02190,Tar-6-000583
ACBK7g02191,Tar-6-000586
ACBK7g02192,.
ACBK7g02193,Tar-6-000591
ACBK7g02194,.
ACBK7g02195,Tar-6-000592
ACBK7g02196,Tar-6-000594
ACBK7g02197,Tar-6-000595
ACBK7g02198,Tar-6-000596
ACBK7g02199,.
ACBK7g02200,.
ACBK7g02201,Tar-6-000598
ACBK7g02202,Tar-6-000602
ACBK7g02203,Tar-6-000603
ACBK7g02204,Tar-6-000605
ACBK7g02205,Tar-6-000606
ACBK7g02206,Tar-6-000607
ACBK7g02207,Tar-6-000608
ACBK7g02208,Tar-6-000609
ACBK7g02209,Tar-6-000610
ACBK7g02210,Tar-6-000611
ACBK7g02211,Tar-6-000612
ACBK7g02212,Tar-6-000613
ACBK7g02213,Tar-6-000614
ACBK7g02214,Tar-6-000615
ACBK7g02215,Tar-6-000616
ACBK7g02216,Tar-6-000617
ACBK7g02217,Tar-6-000619
ACBK7g02218,.
ACBK7g02219,Tar-6-000620
ACBK7g02220,Tar-6-000621
ACBK7g02221,Tar-6-000622
ACBK7g02222,Tar-6-000623
ACBK7g02223,.
ACBK7g02224,Tar-6-000626
ACBK7g02225,Tar-6-000628
ACBK7g02226,Tar-6-000631
ACBK7g02227,Tar-6-000633
ACBK7g02228,
ACBK7g02229,Tar-6-000689
ACBK7g02230,Tar-6-000688
ACBK7g02231,Tar-6-000687
ACBK7g02232,Tar-6-000686
ACBK7g02233,Tar-6-000685
ACBK7g02234,Tar-6-000683
ACBK7g02235,Tar-6-000682
ACBK7g02236,.
ACBK7g02237,Tar-6-000680
ACBK7g02238,Tar-6-000675
ACBK7g02239,Tar-6-000673
ACBK7g02240,Tar-6-000671
ACBK7g02241,Tar-6-000670
ACBK7g02242,.
ACBK7g02243,Tar-6-000667
ACBK7g02244,Tar-6-000665
ACBK7g02245,.
ACBK7g02246,.
ACBK7g02247,.
ACBK7g02248,.
ACBK7g02249,.
ACBK7g02250,Tar-6-000664
ACBK7g02251,.
ACBK7g02252,.
ACBK7g02253,.
ACBK7g02254,.
ACBK7g02255,.
ACBK7g02256,.
ACBK7g02257,Tar-6-000662
ACBK7g02258,Tar-6-000660
ACBK7g02259,Tar-6-000659
ACBK7g02260,.
ACBK7g02261,Tar-6-000658
ACBK7g02262,Tar-6-000657
ACBK7g02263,Tar-6-000656
ACBK7g02264,Tar-6-000655
ACBK7g02265,Tar-6-000654
ACBK7g02266,Tar-6-000653
ACBK7g02267,Tar-6-000652
ACBK7g02268,Tar-6-000651
ACBK7g02269,Tar-6-000650
ACBK7g02270,.
ACBK7g02271,Tar-6-000645
ACBK7g02272,Tar-6-000644
ACBK7g02273,Tar-6-000643
ACBK7g02274,Tar-6-000642
ACBK7g02275,Tar-6-000641
ACBK7g02276,Tar-6-000640
ACBK7g02277,Tar-6-000639
ACBK7g02278,Tar-6-000694
ACBK7g02279,Tar-6-000695
ACBK7g02280,Tar-6-000696
ACBK7g02281,Tar-6-000697
ACBK7g02282,Tar-6-000701
ACBK7g02283,Tar-6-000702
ACBK7g02284,Tar-6-000703
ACBK7g02285,Tar-6-000704
ACBK7g02286,Tar-6-000707
ACBK7g02287,Tar-6-000709
ACBK7g02288,Tar-6-000718
ACBK7g02289,Tar-6-000720
ACBK7g02290,Tar-6-000637
ACBK7g02291,Tar-6-000721
ACBK7g02292,Tar-6-000722
ACBK7g02293,Tar-6-000723
ACBK7g02294,.
ACBK7g02295,Tar-6-000725
ACBK7g02296,Tar-6-000727
ACBK7g02297,Tar-6-000728
ACBK7g02298,Tar-6-000729
ACBK7g02299,Tar-6-000730
ACBK7g02300,Tar-6-000731
ACBK7g02301,Tar-6-000732
ACBK7g02302,Tar-6-000733
ACBK7g02303,Tar-6-000738
ACBK7g02304,.
ACBK7g02305,Tar-6-000739
ACBK7g02306,Tar-6-000740
ACBK7g02307,Tar-6-000743
ACBK7g02308,.
ACBK7g02309,Tar-6-000746
ACBK7g02310,Tar-6-000747
ACBK7g02311,Tar-6-000635
ACBK7g02312,Tar-6-000752
ACBK7g02313,Tar-6-000754
ACBK7g02314,.
ACBK7g02315,.
ACBK7g02316,Tar-6-000755
ACBK7g02317,Tar-6-000756
ACBK7g02318,Tar-6-000758
ACBK7g02319,Tar-6-000759
ACBK7g02320,Tar-6-000760
ACBK7g02321,.
ACBK7g02322,Tar-6-000761
ACBK7g02323,Tar-6-000763
ACBK7g02324,Tar-6-000764
ACBK7g02325,.
ACBK7g02326,Tar-6-000765
ACBK7g02327,.
ACBK7g02328,Tar-6-000766
ACBK7g02329,.
ACBK7g02330,.
ACBK7g02331,.
ACBK7g02332,Tar-6-000767
ACBK7g02333,Tar-6-000768
ACBK7g02334,Tar-6-000769
ACBK7g02335,Tar-6-000770
ACBK7g02336,Tar-6-000771
ACBK7g02337,Tar-6-000772
ACBK7g02338,Tar-6-000774
ACBK7g02339,Tar-6-000776
ACBK7g02340,Tar-6-000777
ACBK7g02341,.
ACBK7g02342,.
ACBK7g02343,.
ACBK7g02344,Tar-6-000784
ACBK7g02345,.
ACBK7g02346,.
ACBK7g02347,.
ACBK7g02348,.
ACBK7g02349,Tar-6-000785
ACBK7g02350,Tar-6-000787
ACBK7g02351,Tar-6-000788
ACBK7g02352,Tar-6-000789
ACBK7g02353,Tar-6-000790
ACBK7g02354,Tar-6-000791
ACBK7g02355,Tar-6-000792
ACBK7g02356,Tar-6-000796
ACBK7g02357,.
ACBK7g02358,.
ACBK7g02359,Tar-6-000798
ACBK7g02360,Tar-6-000799
ACBK7g02361,Tar-6-000800
ACBK7g02362,Tar-6-000805
ACBK7g02363,Tar-6-000806
ACBK7g02364,.
ACBK7g02365,Tar-6-000807
ACBK7g02366,.
ACBK7g02367,Tar-6-000808
ACBK7g02368,Tar-6-000810
ACBK7g02369,Tar-6-000811
ACBK7g02370,Tar-6-000812
ACBK7g02371,Tar-6-000813
ACBK7g02372,.
ACBK7g02373,Tar-6-000820
ACBK7g02374,Tar-6-000821
ACBK7g02375,Tar-6-000822
ACBK7g02376,Tar-6-000825
ACBK7g02377,Tar-6-000826
ACBK7g02378,Tar-6-000828
ACBK7g02379,Tar-6-000829
ACBK7g02380,Tar-6-000830
ACBK7g02381,Tar-6-000831
ACBK7g02382,.
ACBK7g02383,.
ACBK7g02384,.
ACBK7g02385,Tar-6-000835
ACBK7g02386,Tar-6-000836
ACBK7g02387,Tar-6-000837
ACBK7g02388,Tar-6-000838
ACBK7g02389,.
ACBK7g02390,Tar-6-000841
ACBK7g02391,.
ACBK7g02392,.
ACBK7g02393,.
ACBK7g02394,Tar-6-000844
ACBK7g02395,Tar-6-000845
ACBK7g02396,Tar-6-000851
ACBK7g02397,Tar-6-000852
ACBK7g02398,Tar-6-000853
ACBK7g02399,.
ACBK7g02400,.
ACBK7g02401,Tar-6-000854
ACBK7g02402,Tar-6-000855
ACBK7g02403,Tar-6-000860
ACBK7g02404,Tar-6-000861
ACBK7g02405,Tar-6-000864
ACBK7g02406,.
ACBK7g02407,Tar-6-000865
ACBK7g02408,Tar-6-000866
ACBK7g02409,Tar-6-000867
ACBK7g02410,Tar-6-000868
ACBK7g02411,Tar-6-000869
ACBK7g02412,Tar-6-000871
ACBK7g02413,Tar-6-000872
ACBK7g02414,.
ACBK7g02415,Tar-6-000873
ACBK7g02416,.
ACBK7g02417,.
ACBK7g02418,Tar-6-000877
ACBK7g02419,.
ACBK7g02420,Tar-6-000878
ACBK7g02421,Tar-6-000879
ACBK7g02422,Tar-6-000880
ACBK7g02423,Tar-6-000882
ACBK7g02424,.
ACBK7g02425,Tar-6-000883
ACBK7g02426,.
ACBK7g02427,Tar-6-000885
ACBK7g02428,Tar-6-000887
ACBK7g02429,.
ACBK7g02430,.
ACBK7g02431,Tar-6-000889
ACBK7g02432,.
ACBK7g02433,.
ACBK7g02434,.
ACBK7g02435,.
ACBK7g02436,.
ACBK7g02437,.
ACBK7g02438,.
ACBK7g02439,.
ACBK7g02440,.
ACBK7g02441,.
ACBK7g02442,.
ACBK7g02443,Tar-6-000901
ACBK7g02444,.
ACBK7g02445,.
ACBK7g02446,.
ACBK7g02447,Tar-6-000904
ACBK7g02448,Tar-6-000907
ACBK7g02449,Tar-6-000918
ACBK7g02450,Tar-6-000925
ACBK7g02451,.
ACBK7g02452,Tar-6-000926
ACBK7g02453,Tar-6-000927
ACBK7g02454,Tar-6-000928
ACBK7g02455,Tar-6-000930
ACBK7g02456,Tar-6-000931
ACBK7g02457,Tar-6-000932
ACBK7g02458,Tar-6-000933
ACBK7g02459,Tar-6-000934
ACBK7g02460,Tar-6-000935
ACBK7g02461,Tar-6-000936
ACBK7g02462,Tar-6-000937
ACBK7g02463,Tar-6-000938
ACBK7g02464,Tar-6-000939
ACBK7g02465,.
ACBK7g02466,Tar-6-000940
ACBK7g02467,Tar-6-000942
ACBK7g02468,Tar-6-000943
ACBK7g02469,Tar-6-000944
ACBK7g02470,Tar-6-000946
ACBK7g02471,Tar-6-000947
ACBK7g02472,Tar-6-000948
ACBK7g02473,.
ACBK7g02474,.
ACBK7g02475,.
ACBK7g02476,Tar-6-000966
ACBK7g02477,Tar-6-000967
ACBK7g02478,Tar-6-000968
ACBK7g02479,Tar-6-000970
ACBK7g02480,Tar-6-000971
ACBK7g02481,Tar-6-000972
ACBK7g02482,Tar-6-000973
ACBK7g02483,Tar-6-000974
ACBK7g02484,Tar-6-000977
ACBK7g02485,Tar-6-000979
ACBK7g02486,Tar-6-000980
ACBK7g02487,.
ACBK7g02488,Tar-6-000982
ACBK7g02489,Tar-6-000985
ACBK7g02490,Tar-6-000986
ACBK7g02491,Tar-6-000988
ACBK7g02492,Tar-6-000989
ACBK7g02493,Tar-6-000990
ACBK7g02494,Tar-6-000991
ACBK7g02495,.
ACBK7g02496,.
ACBK7g02497,.
ACBK7g02498,Tar-6-000992
ACBK7g02499,Tar-6-000993
ACBK7g02500,.
ACBK7g02501,Tar-6-000994
ACBK7g02502,Tar-6-001003
ACBK7g02503,Tar-6-001005
ACBK7g02504,Tar-6-001006
ACBK7g02505,Tar-6-001008
ACBK7g02506,Tar-6-001010
ACBK7g02507,Tar-6-001011
ACBK7g02508,Tar-6-001013
ACBK7g02509,Tar-6-001016
ACBK7g02510,Tar-6-001017
ACBK7g02511,Tar-6-001018
ACBK7g02512,.
ACBK7g02513,.
ACBK7g02514,.
ACBK7g02515,Tar-6-001020
ACBK7g02516,Tar-6-001021
ACBK7g02517,Tar-6-001024
ACBK7g02518,.
ACBK7g02519,.
ACBK7g02520,Tar-6-001025
ACBK7g02521,Tar-6-001030
ACBK7g02522,Tar-6-001031
ACBK7g02523,Tar-6-001034
ACBK7g02524,Tar-6-001035
ACBK7g02525,Tar-6-001036
ACBK7g02526,.
ACBK7g02527,Tar-6-001037
ACBK7g02528,Tar-6-001039
ACBK7g02529,Tar-6-001042
ACBK7g02530,.
ACBK7g02531,.
ACBK7g02532,Tar-6-001047
ACBK7g02533,Tar-6-001050
ACBK7g02534,Tar-6-001051
ACBK7g02535,Tar-6-001052
ACBK7g02536,.
ACBK7g02537,Tar-6-001053
ACBK7g02538,.
ACBK7g02539,.
ACBK7g02540,.
ACBK7g02541,.
ACBK7g02542,.
ACBK7g02543,.
ACBK7g02544,.
ACBK7g02545,.
ACBK7g02546,Tar-6-001054
ACBK7g02547,Tar-6-001055
ACBK7g02548,.
ACBK7g02549,.
ACBK7g02550,.
ACBK7g02551,Tar-6-001057
ACBK7g02552,Tar-6-001058
ACBK7g02553,.
ACBK7g02554,.
ACBK7g02555,.
ACBK7g02556,.
ACBK7g02557,.
ACBK7g02558,Tar-6-001060
ACBK7g02559,.
ACBK7g02560,Tar-6-001062
ACBK7g02561,Tar-6-001067
ACBK7g02562,.
ACBK7g02563,.
ACBK7g02564,Tar-6-001070
ACBK7g02565,.
ACBK7g02566,Tar-6-001072
ACBK7g02567,Tar-6-001073
ACBK7g02568,Tar-6-001074
ACBK7g02569,Tar-6-001078
ACBK7g02570,.
ACBK7g02571,Tar-6-001081
ACBK7g02572,Tar-6-001084
ACBK7g02573,Tar-6-001085
ACBK7g02574,Tar-6-001088
ACBK7g02575,.
ACBK7g02576,Tar-6-001092
ACBK7g02577,Tar-6-001093
ACBK7g02578,Tar-6-001094
ACBK7g02579,.
ACBK7g02580,.
ACBK7g02581,Tar-6-001096
ACBK7g02582,Tar-6-001097
ACBK7g02583,Tar-6-001098
ACBK7g02584,Tar-6-001099
ACBK7g02585,Tar-6-001100
ACBK7g02586,Tar-6-001101
ACBK7g02587,.
ACBK7g02588,.
ACBK7g02589,Tar-6-001109
ACBK7g02590,Tar-6-001110
ACBK7g02591,Tar-6-001111
ACBK7g02592,.
ACBK7g02593,Tar-6-001114
ACBK7g02594,.
ACBK7g02595,.
ACBK7g02596,.
ACBK7g02597,.
ACBK7g02598,.
ACBK7g02599,.
ACBK7g02600,.
ACBK7g02601,.
ACBK7g02602,.
ACBK7g02603,.
ACBK7g02604,.
ACBK7g02605,.
ACBK7g02606,.
ACBK7g02607,Tar-6-001123
ACBK7g02608,.
ACBK7g02609,Tar-6-001124
ACBK7g02610,Tar-6-001125
ACBK7g02611,Tar-6-001126
ACBK7g02612,Tar-6-001127
ACBK7g02613,Tar-6-001128
ACBK7g02614,Tar-6-001129
ACBK7g02615,Tar-6-001130
ACBK7g02616,.
ACBK7g02617,Tar-6-001136
ACBK7g02618,Tar-6-001137
ACBK7g02619,.
ACBK7g02620,.
ACBK7g02621,Tar-6-001142
ACBK7g02622,Tar-6-001143
ACBK7g02623,Tar-6-001146
ACBK7g02624,Tar-6-001147
ACBK7g02625,Tar-6-001148
ACBK7g02626,Tar-6-001149
ACBK7g02627,.
ACBK7g02628,Tar-6-001150
ACBK7g02629,Tar-6-001154
ACBK7g02630,.
ACBK7g02631,.
ACBK7g02632,.
ACBK7g02633,.
ACBK7g02634,Tar-6-001155
ACBK7g02635,Tar-6-001157
ACBK7g02636,.
ACBK7g02637,Tar-6-001158
ACBK7g02638,Tar-6-001159
ACBK7g02639,Tar-6-001160
ACBK7g02640,Tar-6-001161
ACBK7g02641,.
ACBK7g02642,.
ACBK7g02643,.
ACBK7g02644,Tar-6-001169
ACBK7g02645,Tar-6-001170
ACBK7g02646,Tar-6-001171
ACBK7g02647,.
ACBK7g02648,.
ACBK7g02649,.
ACBK7g02650,.
ACBK7g02651,Tar-6-001172
ACBK7g02652,Tar-6-001173
ACBK7g02653,.
ACBK7g02654,.
ACBK7g02655,Tar-6-001175
ACBK7g02656,Tar-6-001176
ACBK7g02657,Tar-6-001181
ACBK7g02658,.
ACBK7g02659,Tar-6-001182
ACBK7g02660,.
ACBK7g02661,Tar-6-001185
ACBK7g02662,Tar-6-001205
ACBK7g02663,Tar-6-001207
ACBK7g02664,Tar-6-001208
ACBK7g02665,Tar-6-001211
ACBK7g02666,Tar-6-001213
ACBK7g02667,Tar-6-001215
ACBK7g02668,Tar-6-001216
ACBK7g02669,Tar-6-001219
ACBK7g02670,Tar-6-001221
ACBK7g02671,Tar-6-001222
ACBK7g02672,Tar-6-001223
ACBK7g02673,.
ACBK7g02674,Tar-6-001224
ACBK7g02675,Tar-6-001226
ACBK7g02676,.
ACBK7g02677,Tar-6-001227
ACBK7g02678,Tar-6-001228
ACBK7g02679,Tar-6-001229
ACBK7g02680,.
ACBK7g02681,Tar-6-001313
ACBK7g02682,Tar-6-001319
ACBK7g02683,Tar-6-001320
ACBK7g02684,.
ACBK7g02685,.
ACBK7g02686,.
ACBK7g02687,.
ACBK7g02688,Tar-6-001322
ACBK7g02689,Tar-6-001324
ACBK7g02690,Tar-6-001327
ACBK7g02691,Tar-6-001329
ACBK7g02692,Tar-6-001330
ACBK7g02693,Tar-6-001331
ACBK7g02694,.
ACBK7g02695,.
ACBK7g02696,.
ACBK7g02697,.
ACBK7g02698,.
ACBK7g02699,.
ACBK7g02700,Tar-6-001263
ACBK7g02701,.
ACBK7g02702,.
ACBK7g02703,Tar-6-001250
ACBK7g02704,.
ACBK7g02705,.
ACBK7g02706,.
ACBK7g02707,.
ACBK7g02708,.
ACBK7g02709,.
ACBK7g02710,.
ACBK7g02711,.
ACBK7g02712,.
ACBK7g02713,.
ACBK7g02714,Tar-6-001257
ACBK7g02715,.
ACBK7g02716,.
ACBK7g02717,.
ACBK7g02718,.
ACBK7g02719,.
ACBK7g02720,.
ACBK7g02721,.
ACBK7g02722,.
ACBK7g02723,Tar-6-001283
ACBK7g02724,.
ACBK7g02725,Tar-6-001290
ACBK7g02726,Tar-6-001291
ACBK7g02727,Tar-6-001292
ACBK7g02728,Tar-6-001293
ACBK7g02729,Tar-6-001294
ACBK7g02730,Tar-6-001295
ACBK7g02731,Tar-6-001296
ACBK7g02732,.
ACBK7g02733,Tar-6-001297
ACBK7g02734,.
ACBK7g02735,Tar-6-001298
ACBK7g02736,Tar-6-001299
ACBK7g02737,.
ACBK7g02738,.
ACBK7g02739,.
ACBK7g02740,.
ACBK7g02741,.
ACBK7g02742,.
ACBK7g02743,Tar-6-001307
ACBK7g02744,Tar-6-001309
ACBK7g02745,
ACBK7g02746,
ACBK7g02747,
ACBK7g02748,
ACBK7g02749,
ACBK7g02750,
ACBK7g02751,
ACBK7g02752,
ACBK7g02753,
ACBK7g02754,
ACBK7g02755,
ACBK7g02756,
ACBK7g02757,
ACBK7g02758,
ACBK7g02759,Tar-6-001538
ACBK7g02760,Tar-6-001542
ACBK7g02761,Tar-6-001545
ACBK7g02762,.
ACBK7g02763,Tar-6-001546
ACBK7g02764,.
ACBK7g02765,Tar-6-001547
ACBK7g02766,Tar-6-001548
ACBK7g02767,.
ACBK7g02768,Tar-6-001549
ACBK7g02769,Tar-6-001550
ACBK7g02770,.
ACBK7g02771,.
ACBK7g02772,.
ACBK7g02773,Tar-6-001553
ACBK7g02774,.
ACBK7g02775,.
ACBK7g02776,Tar-6-001554
ACBK7g02777,Tar-6-001555
ACBK7g02778,.
ACBK7g02779,Tar-6-001557
ACBK7g02780,.
ACBK7g02781,.
ACBK7g02782,.
ACBK7g02783,.
ACBK7g02784,.
ACBK7g02785,Tar-6-001559
ACBK7g02786,Tar-6-001560
ACBK7g02787,
ACBK7g02788,
ACBK7g02789,
ACBK7g02790,
ACBK7g02791,
ACBK7g02792,
ACBK7g02793,
ACBK7g02794,
ACBK7g02795,
ACBK7g02796,
ACBK7g02797,
ACBK7g02798,
ACBK7g02799,
ACBK7g02800,
ACBK7g02801,Tar-6-001428
ACBK7g02802,.
ACBK7g02803,.
ACBK7g02804,.
ACBK7g02805,.
ACBK7g02806,.
ACBK7g02807,.
ACBK7g02808,.
ACBK7g02809,.
ACBK7g02810,.
ACBK7g02811,.
ACBK7g02812,.
ACBK7g02813,Tar-6-001423
ACBK7g02814,.
ACBK7g02815,.
ACBK7g02816,.
ACBK7g02817,.
ACBK7g02818,.
ACBK7g02819,.
ACBK7g02820,.
ACBK7g02821,.
ACBK7g02822,.
ACBK7g02823,.
ACBK7g02824,.
ACBK7g02825,.
ACBK7g02826,.
ACBK7g02827,.
ACBK7g02828,.
ACBK7g02829,.
ACBK7g02830,Tar-6-001419
ACBK7g02831,.
ACBK7g02832,Tar-6-001418
ACBK7g02833,Tar-6-001417
ACBK7g02834,
ACBK7g02835,
ACBK7g02836,
ACBK7g02837,
ACBK7g02838,
ACBK7g02839,
ACBK7g02840,
ACBK7g02841,
ACBK7g02842,
ACBK7g02843,
ACBK7g02844,
ACBK7g02845,
ACBK7g02846,
ACBK7g02847,
ACBK7g02848,
ACBK7g02849,
ACBK7g02850,
ACBK7g02851,
ACBK7g02852,
ACBK7g02853,
ACBK7g02854,
ACBK7g02855,
ACBK7g02856,
ACBK7g02857,
ACBK7g02858,
ACBK7g02859,
ACBK7g02860,
ACBK7g02861,
ACBK7g02862,
ACBK7g02863,
ACBK7g02864,
ACBK7g02865,
ACBK7g02866,
ACBK7g02867,
ACBK7g02868,
ACBK7g02869,
ACBK7g02870,
ACBK7g02871,
ACBK7g02872,
ACBK7g02873,
ACBK7g02874,
ACBK7g02875,
ACBK7g02876,
ACBK7g02877,
ACBK7g02878,
ACBK7g02879,
ACBK7g02880,
ACBK7g02881,
ACBK7g02882,
ACBK7g02883,
ACBK7g02884,
ACBK7g02885,
ACBK7g02886,
ACBK7g02887,
ACBK7g02888,
ACBK7g02889,
ACBK7g02890,
ACBK7g02891,
ACBK7g02892,
ACBK7g02893,
ACBK7g02894,
ACBK7g02895,
ACBK7g02896,
ACBK7g02897,
ACBK7g02898,
ACBK7g02899,
ACBK7g02900,
ACBK7g02901,
ACBK7g02902,
ACBK7g02903,
ACBK7g02904,
ACBK7g02905,
ACBK7g02906,
ACBK7g02907,
ACBK7g02908,
ACBK7g02909,
ACBK7g02910,
ACBK7g02911,
ACBK7g02912,
ACBK7g02913,
ACBK7g02914,
ACBK7g02915,
ACBK7g02916,
ACBK7g02917,
ACBK7g02918,
ACBK7g02919,
ACBK7g02920,
ACBK7g02921,
ACBK7g02922,
ACBK7g02923,
ACBK7g02924,
ACBK7g02925,
ACBK7g02926,
ACBK7g02927,
ACBK7g02928,
ACBK7g02929,
ACBK7g02930,
ACBK7g02931,
ACBK7g02932,
ACBK7g02933,
ACBK7g02934,
ACBK7g02935,
ACBK7g02936,
ACBK7g02937,
ACBK7g02938,
ACBK7g02939,
ACBK7g02940,
ACBK7g02941,
ACBK7g02942,
ACBK7g02943,
ACBK7g02944,
ACBK7g02945,
ACBK7g02946,
ACBK7g02947,
ACBK7g02948,
ACBK7g02949,
ACBK7g02950,
ACBK7g02951,
ACBK7g02952,
ACBK7g02953,
ACBK7g02954,
ACBK7g02955,
ACBK7g02956,
ACBK7g02957,
ACBK7g02958,
ACBK7g02959,
ACBK7g02960,
ACBK7g02961,
ACBK7g02962,
ACBK7g02963,
ACBK7g02964,
ACBK7g02965,
ACBK7g02966,
ACBK7g02967,
ACBK7g02968,
ACBK7g02969,
ACBK7g02970,Tar-6-001412
ACBK7g02971,.
ACBK7g02972,.
ACBK7g02973,.
ACBK7g02974,.
ACBK7g02975,.
ACBK7g02976,.
ACBK7g02977,.
ACBK7g02978,.
ACBK7g02979,.
ACBK7g02980,.
ACBK7g02981,Tar-6-001431
ACBK7g02982,Tar-6-001432
ACBK7g02983,Tar-6-001433
ACBK7g02984,.
ACBK7g02985,.
ACBK7g02986,.
ACBK7g02987,Tar-6-001436
ACBK7g02988,Tar-6-001437
ACBK7g02989,.
ACBK7g02990,.
ACBK7g02991,Tar-6-001440
ACBK7g02992,.
ACBK7g02993,Tar-6-001441
ACBK7g02994,
ACBK7g02995,
ACBK7g02996,
ACBK7g02997,Tar-6-001376
ACBK7g02998,.
ACBK7g02999,Tar-6-001379
ACBK7g03000,.
ACBK7g03001,.
ACBK7g03002,.
ACBK7g03003,.
ACBK7g03004,Tar-6-001380
ACBK7g03005,Tar-6-001382
ACBK7g03006,.
ACBK7g03007,.
ACBK7g03008,.
ACBK7g03009,Tar-6-001400
ACBK7g03010,.
ACBK7g03011,.
ACBK7g03012,Tar-6-001401
ACBK7g03013,Tar-6-001400
ACBK7g03014,Tar-6-001399
ACBK7g03015,Tar-6-001398
ACBK7g03016,.
ACBK7g03017,.
ACBK7g03018,.
ACBK7g03019,.
ACBK7g03020,.
ACBK7g03021,.
ACBK7g03022,.
ACBK7g03023,.
ACBK7g03024,.
ACBK7g03025,.
ACBK7g03026,.
ACBK7g03027,.
ACBK7g03028,.
ACBK7g03029,.
ACBK7g03030,.
ACBK7g03031,.
ACBK7g03032,.
ACBK7g03033,.
ACBK7g03034,.
ACBK7g03035,.
ACBK7g03036,Tar-6-001397
ACBK7g03037,Tar-6-001396
ACBK7g03038,
ACBK7g03039,
ACBK7g03040,
ACBK7g03041,
ACBK7g03042,
ACBK7g03043,
ACBK7g03044,
ACBK7g03045,Tar-6-001468
ACBK7g03046,.
ACBK7g03047,.
ACBK7g03048,.
ACBK7g03049,.
ACBK7g03050,.
ACBK7g03051,Tar-6-001473
ACBK7g03052,.
ACBK7g03053,Tar-6-001474
ACBK7g03054,Tar-6-001476
ACBK7g03055,.
ACBK7g03056,Tar-6-001477
ACBK7g03057,
ACBK7g03058,
ACBK7g03059,
ACBK7g03060,Tar-6-001464
ACBK7g03061,.
ACBK7g03062,.
ACBK7g03063,.
ACBK7g03064,.
ACBK7g03065,.
ACBK7g03066,.
ACBK7g03067,Tar-6-001465
ACBK7g03068,.
ACBK7g03069,.
ACBK7g03070,.
ACBK7g03071,.
ACBK7g03072,Tar-6-001473
ACBK7g03073,.
ACBK7g03074,.
ACBK7g03075,.
ACBK7g03076,.
ACBK7g03077,.
ACBK7g03078,.
ACBK7g03079,.
ACBK7g03080,.
ACBK7g03081,.
ACBK7g03082,.
ACBK7g03083,.
ACBK7g03084,.
ACBK7g03085,.
ACBK7g03086,.
ACBK7g03087,Tar-6-001497
ACBK7g03088,.
ACBK7g03089,.
ACBK7g03090,.
ACBK7g03091,Tar-6-001501
ACBK7g03092,.
ACBK7g03093,.
ACBK7g03094,Tar-6-001502
ACBK7g03095,.
ACBK7g03096,.
ACBK7g03097,.
ACBK7g03098,Tar-6-001503
ACBK7g03099,.
ACBK7g03100,Tar-6-001506
ACBK7g03101,.
ACBK7g03102,Tar-6-001509
ACBK7g03103,Tar-6-001510
ACBK7g03104,Tar-6-001511
ACBK7g03105,.
ACBK7g03106,Tar-6-001515
ACBK7g03107,Tar-6-001516
ACBK7g03108,.
ACBK7g03109,.
ACBK7g03110,Tar-6-001517
ACBK7g03111,.
ACBK7g03112,.
ACBK7g03113,Tar-6-001518
ACBK7g03114,.
ACBK7g03115,.
ACBK7g03116,.
ACBK7g03117,.
ACBK7g03118,Tar-6-001520
ACBK7g03119,Tar-6-001521
ACBK7g03120,Tar-6-001523
ACBK7g03121,
ACBK7g03122,
ACBK7g03123,
ACBK7g03124,
ACBK7g03125,
ACBK7g03126,
ACBK7g03127,
ACBK7g03128,
ACBK7g03129,
ACBK7g03130,
ACBK7g03131,
ACBK7g03132,
ACBK7g03133,
ACBK7g03134,
